dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,2.478735,5.382225,2.313396,0.073351,-0.136943,316.569309,0.516025
0.050000,2.480204,5.383304,2.315219,0.036459,-0.737833,-12.017807,0.652581
0.050000,2.488374,5.390521,2.326120,0.218023,3.631270,87.382062,0.772836
0.050000,2.502782,5.406250,2.347450,0.426603,4.171594,10.806487,0.874098
0.050000,2.521851,5.431247,2.378890,0.628792,4.043788,-2.556123,0.957010
0.050000,2.543952,5.465126,2.419341,0.809019,3.604532,-8.785114,1.023771
0.050000,2.567851,5.506988,2.467544,0.964067,3.100966,-10.071322,1.076901
0.050000,2.592768,5.555826,2.522371,1.096532,2.649298,-9.033358,1.118657
0.050000,2.618286,5.610729,2.582915,1.210886,2.287088,-7.244202,1.150849
0.050000,2.644257,5.670951,2.648498,1.311662,2.015510,-5.431563,1.174836
0.050000,2.670727,5.735912,2.718645,1.402936,1.825487,-3.800470,1.191566
0.050000,2.697887,5.805192,2.793058,1.488268,1.706634,-2.377050,1.201633
0.050000,2.726053,5.878511,2.871602,1.570875,1.652150,-1.089685,1.205309
0.050000,2.755674,5.955719,2.954296,1.653884,1.660164,0.160288,1.202554
0.050000,2.787346,6.036781,3.041327,1.740607,1.734466,1.486027,1.192995
0.050000,2.821867,6.121785,3.133072,1.834914,1.886139,3.033474,1.175873
0.050000,2.860317,6.210930,3.230157,1.941693,2.135584,4.988896,1.149940
0.050000,2.904197,6.304528,3.333530,2.067451,2.515157,7.591453,1.113294
0.050000,2.955638,6.402945,3.444579,2.220990,3.070776,11.112385,1.063151
0.050000,3.017722,6.506449,3.565275,2.413923,3.858673,15.757931,0.995562
0.050000,3.094873,6.614741,3.698240,2.659292,4.907376,20.974062,0.905261
0.050000,3.193015,6.725840,3.846478,2.964768,6.109522,24.042923,0.786196
0.050000,3.318429,6.833986,4.012081,3.312059,6.945818,16.725929,0.634127
0.050000,3.473369,6.927766,4.193192,3.622207,6.202958,-14.857214,0.452617
0.050000,3.649821,6.993266,4.381408,3.764334,2.842542,-67.208307,0.258317
0.050000,3.830719,7.023519,4.564819,3.668222,-1.922235,-95.295549,0.074991
0.050000,4.001078,7.022760,4.735180,3.407206,-5.220321,-65.961707,6.202174
0.050000,4.154879,7.000286,4.890614,3.108695,-5.970215,-14.997898,6.076983
0.050000,4.292613,6.964126,5.033016,2.848024,-5.213420,15.135904,5.978533
0.050000,4.417018,6.919486,5.165187,2.643421,-4.092073,22.426942,5.900941
0.050000,4.530873,6.869454,5.289550,2.487273,-3.122962,19.382227,5.839046
0.050000,4.636420,6.815857,5.407926,2.367514,-2.395178,14.555669,5.788904
0.050000,4.735358,6.759807,5.521637,2.274225,-1.865768,10.588201,5.747629
0.050000,4.828920,6.702030,5.631601,2.199269,-1.499129,7.332779,5.713144
0.050000,4.918006,6.643029,5.738454,2.137060,-1.244175,5.099081,5.683946
0.050000,5.003274,6.583179,5.842629,2.083514,-1.070918,3.465139,5.658932
0.050000,4.382750,5.797797,6.843566,20.018738,358.704485,7195.508059,2.519386
0.050000,4.313300,5.847090,6.928731,1.703290,-366.308968,-14500.269045,2.529350
0.050000,4.244141,5.895142,7.012945,1.684286,-0.380086,7318.577641,2.539401
0.050000,4.175306,5.941946,7.096185,1.664796,-0.389798,-0.194258,2.549531
0.050000,4.106808,5.987510,7.178453,1.645360,-0.388712,0.021720,2.559736
